Date,Temperature,Humidity,WindSpeed,Heatwave
2014-01-01,31.0996663630242,57.88802046037569,12.434893188832353,0
2014-01-02,32.00487051349921,58.164829437433,15.787016686487176,0
2014-01-03,25.91245961367393,60.85219873940318,8.361183026148334,0
2014-01-04,33.81001309742358,49.7001210754424,12.020220052147213,0
2014-01-05,27.958235667625253,39.28925942064712,4.223549000934069,0
2014-01-06,33.4875394831598,65.13551012886583,8.497302207531382,0
2014-01-07,34.79868468120365,53.75424516830178,3.2156921376295795,0
2014-01-08,38.39439885901028,48.3755793214421,11.560896978182127,1
2014-01-09,17.89710321753474,56.361002804221734,11.060023316140171,0
2014-01-10,37.42064164603814,47.07925205822152,7.363213873899232,0
2014-01-11,18.796911843054673,42.72430881921118,13.278918929461609,0
2014-01-12,38.361613641192434,47.407614991564635,7.15535340370729,1
2014-01-13,17.09013386212679,60.64140888780741,7.5272391195844115,0
2014-01-14,29.94225388995625,52.829092052432244,6.509123700531586,0
2014-01-15,29.222394386052347,58.160779147337834,15.764083198147837,0
2014-01-16,42.47731732834348,40.52354388378387,1.1265244881986103,1
2014-01-17,50.317525037544556,52.849468297853164,15.658730745026858,0
2014-01-18,38.52773773639997,30.95058481357894,12.121797437690276,0
2014-01-19,36.00304079093893,54.153601054855336,10.327518598277061,1
2014-01-20,31.92807196477076,42.903330669176945,2.0443722718141633,0
2014-01-21,9.902576424932683,62.255310384217154,11.534563118089064,0
2014-01-22,21.799117716305005,47.64522996056425,10.807495013626422,0
2014-01-23,22.986821741267775,56.451196392876156,2.7713109095772017,0
2014-01-24,17.70713824920957,49.78042943276726,15.850267602375975,0
2014-01-25,39.203702839588125,49.115652277707646,13.912664531174137,1
2014-01-26,14.572614284479036,43.440006956704096,15.74611152988258,0
2014-01-27,45.02902372361652,52.50740511897259,7.9834445186274525,0
2014-01-28,0.12936595032511633,37.16012847105668,18.201650453147472,0
2014-01-29,20.011086770327616,43.9161284081144,10.428794077986538,0
2014-01-30,2.8994881848554144,57.10364686775345,19.351691388687428,0
2014-01-31,46.408082013466654,36.088088338510175,5.17081688167487,1
2014-02-01,24.445870283714477,28.93495205319708,11.814202211626096,0
2014-02-02,35.81971916526972,68.13751107410461,13.89265703536057,0
2014-02-03,29.897320540063323,43.220260247626015,12.049615808757329,0
2014-02-04,30.54064274335854,46.80703907675017,6.243625132258263,0
2014-02-05,39.333486271750445,46.827507102977776,9.500942266173551,0
2014-02-06,45.41375368008375,35.45532654112327,6.947061841481713,1
2014-02-07,47.45511516916967,46.41088093223162,10.495444135431859,0
2014-02-08,36.68757810368898,36.1511496486676,6.33920301933237,1
2014-02-09,31.26338226513671,55.10526329609662,14.285549489519427,0
2014-02-10,22.341104475278083,49.86249638681066,12.865054051707581,0
2014-02-11,33.22088762555026,25.689543107399963,8.32349210887709,0
2014-02-12,34.83943059373567,43.88491975840444,20.938751993989204,0
2014-02-13,44.67944437857948,53.49281635131467,13.52887120652299,1
2014-02-14,25.16423328234856,53.16992682736169,11.69049326104852,0
2014-02-15,43.44068499036601,51.93027759962891,12.495992697843658,0
2014-02-16,19.993653855519423,37.93320663718443,18.69966364652259,0
2014-02-17,43.28967978121565,44.52072261284451,16.45950695471042,0
2014-02-18,31.405939919018515,43.23711281492957,9.744788033815869,0
2014-02-19,22.898478277612902,47.46184124800152,2.4541634632343214,0
2014-02-20,29.265464453266276,48.434520138205876,21.074551905952838,0
2014-02-21,24.547899465569913,51.658269814412726,10.560587942792111,0
2014-02-22,28.86942126293551,42.20088468728894,-1.2136382070245038,0
2014-02-23,30.779083502376384,55.47481571728011,17.77761358526623,0
2014-02-24,17.31986479694088,43.43345106040517,17.319565164997385,0
2014-02-25,51.1210757713892,57.64658873723752,9.58988307995953,1
2014-02-26,44.8245440296912,45.9051567195565,16.636188052919895,1
2014-02-27,24.0534979832329,39.2102795080538,3.927438091988086,0
2014-02-28,36.50141257253746,33.87185418824493,10.037939563728552,0
2014-03-01,31.540993830406755,47.81590649734983,10.626599338537337,0
2014-03-02,20.413195671240985,41.99229642500045,5.110763662333419,0
2014-03-03,28.337835896108622,41.28527528437043,14.706435369671969,0
2014-03-04,28.909563426114897,58.28270577326731,9.952030247358215,0
2014-03-05,38.82099731305247,51.41537769941792,10.034628823454991,1
2014-03-06,40.980657102108,47.80501161009027,6.902393568859381,0
2014-03-07,35.26989863847926,43.71285213933052,5.751914137391939,0
2014-03-08,37.05919946543861,26.494465670648996,10.633608590883307,0
2014-03-09,22.437785475462988,52.25257856414428,12.105744707089212,0
2014-03-10,44.45041909311753,61.13002322249983,9.786550719149341,1
2014-03-11,17.187094902682908,46.8638516118877,16.680244694330277,0
2014-03-12,31.706531769987983,61.373495021317794,15.579546931442849,0
2014-03-13,27.668481269863506,46.49803015323071,10.570166614459954,0
2014-03-14,36.81836480058461,50.65016316799766,7.804110840935657,1
2014-03-15,36.928460813741076,39.329606230572885,5.722441701814834,0
2014-03-16,29.742305963394106,41.23077734335125,5.408088973731911,0
2014-03-17,30.27639106837427,38.18834863077365,18.815903628550103,0
2014-03-18,20.613681975687896,57.944958121135926,11.678579078173115,0
2014-03-19,32.11321798743792,41.23823540277348,12.429085885329046,0
2014-03-20,28.06217168324854,51.79388766516521,14.848781617193543,0
